NVIDIA_GeForce_RTX_4090
Final results:	16	4096	4096	DASPcuSPARSE	1.000000	113.495000	295.646786	295.646786
Final results:	16	4096	4096	DASP	1.000000	166.564992	201.449486	201.449486
Final results:	16	4096	4096	DASP2	1.000000	142.818208	234.945056	234.945056
Final results:	16	4096	4096	DASPcuSPARSE	0.900000	102.472000	327.449762	294.704778
Final results:	16	4096	4096	DASP	0.900000	158.037379	212.319593	191.087628
Final results:	16	4096	4096	DASP2	0.900000	137.682619	243.708555	219.337693
Final results:	16	4096	4096	DASPcuSPARSE	0.800000	80.403000	417.328110	333.862493
Final results:	16	4096	4096	DASP	0.800000	140.465406	238.880397	191.104320
Final results:	16	4096	4096	DASP2	0.800000	124.380836	269.771720	215.817379
Final results:	16	4096	4096	DASPcuSPARSE	0.700000	25.248000	1328.993663	930.295548
Final results:	16	4096	4096	DASP	0.700000	128.997310	260.117300	182.082107
Final results:	16	4096	4096	DASP2	0.700000	114.787072	292.318912	204.623235
Final results:	16	4096	4096	DASPcuSPARSE	0.600000	22.476000	1492.900516	895.740345
Final results:	16	4096	4096	DASP	0.600000	112.040352	299.485242	179.691152
Final results:	16	4096	4096	DASP2	0.600000	102.936292	325.972806	195.583692
Final results:	16	4096	4096	DASPcuSPARSE	0.500000	19.918000	1684.628577	842.314289
Final results:	16	4096	4096	DASP	0.500000	98.615552	340.254973	170.127487
Final results:	16	4096	4096	DASP2	0.500000	94.303455	355.813389	177.906695
Final results:	16	4096	4096	DASPcuSPARSE	0.400000	17.892000	1875.387436	750.154930
Final results:	16	4096	4096	DASP	0.400000	85.028637	394.625074	157.850020
Final results:	16	4096	4096	DASP2	0.400000	83.751326	400.643589	160.257426
Final results:	16	4096	4096	DASPcuSPARSE	0.300000	16.117000	2081.927902	624.578395
Final results:	16	4096	4096	DASP	0.300000	66.926335	501.363657	150.409103
Final results:	16	4096	4096	DASP2	0.300000	67.175711	499.502447	149.850740
Final results:	16	4096	4096	DASPcuSPARSE	0.200000	14.132000	2374.358336	474.871639
Final results:	16	4096	4096	DASP	0.200000	57.246270	586.141801	117.228353
Final results:	16	4096	4096	DASP2	0.200000	57.247134	586.132955	117.226584
Final results:	16	4096	4096	DASPcuSPARSE	0.100000	12.115000	2769.660091	276.965910
Final results:	16	4096	4096	DASP	0.100000	39.109888	857.952641	85.795233
Final results:	16	4096	4096	DASP2	0.100000	39.150048	857.072556	85.707225
Final results:	16	4096	4096	DASPcuSPARSE	0.050000	12.276000	2733.335940	136.666667
Final results:	16	4096	4096	DASP	0.050000	25.025408	1340.814605	67.040666
Final results:	16	4096	4096	DASP2	0.050000	24.832384	1351.236857	67.561778
Final results:	16	8192	8192	DASPcuSPARSE	1.000000	427.944000	313.633859	313.633859
Final results:	16	8192	8192	DASP	1.000000	494.819452	271.245860	271.245860
Final results:	16	8192	8192	DASP2	1.000000	462.702624	290.073410	290.073410
Final results:	16	8192	8192	DASPcuSPARSE	0.900000	386.095000	347.628765	312.865880
Final results:	16	8192	8192	DASP	0.900000	454.496927	295.310529	265.779469
Final results:	16	8192	8192	DASP2	0.900000	421.798631	318.203328	286.382987
Final results:	16	8192	8192	DASPcuSPARSE	0.800000	344.297000	389.831245	311.865000
Final results:	16	8192	8192	DASP	0.800000	413.838050	324.324281	259.459428
Final results:	16	8192	8192	DASP2	0.800000	382.339302	351.043504	280.834807
Final results:	16	8192	8192	DASPcuSPARSE	0.700000	303.147000	442.748000	309.923595
Final results:	16	8192	8192	DASP	0.700000	375.359562	357.571091	250.299760
Final results:	16	8192	8192	DASP2	0.700000	342.288769	392.118410	274.482882
Final results:	16	8192	8192	DASPcuSPARSE	0.600000	261.498000	513.264836	307.958914
Final results:	16	8192	8192	DASP	0.600000	334.994855	400.656088	240.393662
Final results:	16	8192	8192	DASP2	0.600000	301.583876	445.042785	267.025682
Final results:	16	8192	8192	DASPcuSPARSE	0.500000	219.203000	612.298773	306.149387
Final results:	16	8192	8192	DASP	0.500000	285.938879	469.393069	234.696535
Final results:	16	8192	8192	DASP2	0.500000	253.004477	530.495466	265.247733
Final results:	16	8192	8192	DASPcuSPARSE	0.400000	176.928000	758.600832	303.440337
Final results:	16	8192	8192	DASP	0.400000	241.754528	555.181859	222.072747
Final results:	16	8192	8192	DASP2	0.400000	207.158045	647.900148	259.160063
Final results:	16	8192	8192	DASPcuSPARSE	0.300000	134.240000	999.834088	299.950238
Final results:	16	8192	8192	DASP	0.300000	202.436705	663.010830	198.903257
Final results:	16	8192	8192	DASP2	0.300000	171.187839	784.037750	235.211334
Final results:	16	8192	8192	DASPcuSPARSE	0.200000	80.976000	1657.500099	331.500025
Final results:	16	8192	8192	DASP	0.200000	149.700865	896.572826	179.314568
Final results:	16	8192	8192	DASP2	0.200000	131.159133	1023.319722	204.663947
Final results:	16	8192	8192	DASPcuSPARSE	0.100000	19.765000	6790.676853	679.067645
Final results:	16	8192	8192	DASP	0.100000	94.074017	1426.724748	142.672466
Final results:	16	8192	8192	DASP2	0.100000	90.705630	1479.706699	147.970661
Final results:	16	8192	8192	DASPcuSPARSE	0.050000	14.883000	9018.190419	450.909494
Final results:	16	8192	8192	DASP	0.050000	57.911615	2317.630550	115.881521
Final results:	16	8192	8192	DASP2	0.050000	58.195103	2306.340585	115.317022
Final results:	16	8192	29568	DASPcuSPARSE	1.000000	1524.500000	317.771146	317.771146
Final results:	16	8192	29568	DASP	1.000000	1612.511079	300.427153	300.427153
Final results:	16	8192	29568	DASP2	1.000000	1581.770489	306.265742	306.265742
Final results:	16	8192	29568	DASPcuSPARSE	0.900000	1374.226000	352.519973	317.267966
Final results:	16	8192	29568	DASP	0.900000	1459.967412	331.817072	298.635356
Final results:	16	8192	29568	DASP2	0.900000	1426.559946	339.587631	305.628859
Final results:	16	8192	29568	DASPcuSPARSE	0.800000	1219.639000	397.201231	317.760990
Final results:	16	8192	29568	DASP	0.800000	1305.676140	371.027774	296.822224
Final results:	16	8192	29568	DASP2	0.800000	1272.133351	380.810795	304.648641
Final results:	16	8192	29568	DASPcuSPARSE	0.700000	1069.734000	452.862218	317.003547
Final results:	16	8192	29568	DASP	0.700000	1148.077883	421.959276	295.371487
Final results:	16	8192	29568	DASP2	0.700000	1114.309569	434.746435	304.322498
Final results:	16	8192	29568	DASPcuSPARSE	0.600000	918.424000	527.471094	316.482670
Final results:	16	8192	29568	DASP	0.600000	998.905643	484.972845	290.983720
Final results:	16	8192	29568	DASP2	0.600000	966.666671	501.147010	300.688219
Final results:	16	8192	29568	DASPcuSPARSE	0.500000	765.293000	633.015214	316.507607
Final results:	16	8192	29568	DASP	0.500000	843.196475	574.530523	287.265262
Final results:	16	8192	29568	DASP2	0.500000	810.673797	597.579586	298.789793
Final results:	16	8192	29568	DASPcuSPARSE	0.400000	614.205000	788.730329	315.492137
Final results:	16	8192	29568	DASP	0.400000	688.600939	703.516485	281.406599
Final results:	16	8192	29568	DASP2	0.400000	656.268196	738.177037	295.270820
Final results:	16	8192	29568	DASPcuSPARSE	0.300000	462.518000	1047.401641	314.220506
Final results:	16	8192	29568	DASP	0.300000	539.271841	898.326364	269.497921
Final results:	16	8192	29568	DASP2	0.300000	505.937511	957.513726	287.254131
Final results:	16	8192	29568	DASPcuSPARSE	0.200000	311.452000	1555.431052	311.086216
Final results:	16	8192	29568	DASP	0.200000	383.147358	1264.375445	252.875093
Final results:	16	8192	29568	DASP2	0.200000	350.897732	1380.579206	276.115846
Final results:	16	8192	29568	DASPcuSPARSE	0.100000	161.034000	3008.321920	300.832197
Final results:	16	8192	29568	DASP	0.100000	229.388315	2111.886611	211.188665
Final results:	16	8192	29568	DASP2	0.100000	196.861343	2460.829051	246.082909
Final results:	16	8192	29568	DASPcuSPARSE	0.050000	52.521000	9223.779288	461.188972
Final results:	16	8192	29568	DASP	0.050000	134.988610	3588.762866	179.438146
Final results:	16	8192	29568	DASP2	0.050000	119.603681	4050.394656	202.519736
Final results:	16	32000	5120	DASPcuSPARSE	1.000000	1035.038000	316.587410	316.587410
Final results:	16	32000	5120	DASP	1.000000	1111.695421	294.756994	294.756994
Final results:	16	32000	5120	DASP2	1.000000	1078.010554	303.967340	303.967340
Final results:	16	32000	5120	DASPcuSPARSE	0.900000	931.500000	351.776704	316.599034
Final results:	16	32000	5120	DASP	0.900000	1033.273900	317.127918	285.415126
Final results:	16	32000	5120	DASP2	0.900000	999.428947	327.867230	295.080507
Final results:	16	32000	5120	DASPcuSPARSE	0.800000	829.958000	394.815159	315.852127
Final results:	16	32000	5120	DASP	0.800000	924.867165	354.299528	283.439622
Final results:	16	32000	5120	DASP2	0.800000	889.702856	368.302741	294.642192
Final results:	16	32000	5120	DASPcuSPARSE	0.700000	725.673000	451.553248	316.087273
Final results:	16	32000	5120	DASP	0.700000	824.592745	397.384044	278.168831
Final results:	16	32000	5120	DASP2	0.700000	791.302425	414.102105	289.871474
Final results:	16	32000	5120	DASPcuSPARSE	0.600000	623.215000	525.789655	315.473793
Final results:	16	32000	5120	DASP	0.600000	721.423519	454.213082	272.527849
Final results:	16	32000	5120	DASP2	0.600000	688.535516	475.908639	285.545183
Final results:	16	32000	5120	DASPcuSPARSE	0.500000	522.835000	626.736925	313.368462
Final results:	16	32000	5120	DASP	0.500000	616.889409	531.181109	265.590554
Final results:	16	32000	5120	DASP2	0.500000	583.907023	561.185235	280.592618
Final results:	16	32000	5120	DASPcuSPARSE	0.400000	419.154000	781.765175	312.706070
Final results:	16	32000	5120	DASP	0.400000	514.049105	637.448829	254.979531
Final results:	16	32000	5120	DASP2	0.400000	481.089859	681.120156	272.448063
Final results:	16	32000	5120	DASPcuSPARSE	0.300000	318.119000	1030.054791	309.016437
